# REFERENCE ONLY - do NOT pass this file to Invoke-QuotaRecon.ps1.
# Regenerate with tools/New-QRReferences.ps1 whenever Azure ships new SKUs.
# Source: GET /providers/Microsoft.Compute/skus?api-version=2021-07-01
# FamilyKey is what you would type in templates/skus.csv to hit a family;
# Size is what you would type to hit a specific size.
"Family","FamilyKey","Size","vCPUs","MemoryGB","RegionsOffered"
"standardMSHighMemoryv3Family","mshighmemoryv3","Standard_M416s_9_v3","416","8568","brazilsouth,centralus,ChileCentral,eastus,eastus2,EastUS2EUAP,GermanyWestCentral,ItalyNorth,japaneast,JioIndiaCentral,JioIndiaWest,MalaysiaWest,northeurope,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,UAENorth,westeurope,westus2,WestUS3"
"standardMSHighMemoryv3Family","mshighmemoryv3","Standard_M624s_12_v3","624","11400","brazilsouth,centralus,ChileCentral,eastus,eastus2,EastUS2EUAP,GermanyWestCentral,ItalyNorth,japaneast,JioIndiaCentral,JioIndiaWest,MalaysiaWest,northeurope,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,UAENorth,westeurope,westus2,WestUS3"
"standardMSHighMemoryv3Family","mshighmemoryv3","Standard_M832s_12_v3","832","11400","brazilsouth,centralus,ChileCentral,eastus,eastus2,EastUS2EUAP,GermanyWestCentral,ItalyNorth,japaneast,JioIndiaCentral,JioIndiaWest,MalaysiaWest,northeurope,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,UAENorth,westeurope,westus2,WestUS3"
"standardMSMediumMemoryv2Family","msmediummemoryv2","Standard_M128ms_v2","128","3892","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,eastasia,eastus,eastus2,EastUS2EUAP,FranceCentral,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,northeurope,NorwayEast,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,southeastasia,SouthIndia,SpainCentral,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,UAECentral,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
"standardMSMediumMemoryv2Family","msmediummemoryv2","Standard_M128s_v2","128","2048","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,eastasia,eastus,eastus2,EastUS2EUAP,FranceCentral,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,northeurope,NorwayEast,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,southeastasia,SouthIndia,SpainCentral,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,UAECentral,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
"standardMSMediumMemoryv2Family","msmediummemoryv2","Standard_M32ms_v2","32","875","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,eastasia,eastus,eastus2,EastUS2EUAP,FranceCentral,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,northeurope,NorwayEast,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,southeastasia,SouthIndia,SpainCentral,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,UAECentral,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
"standardMSMediumMemoryv2Family","msmediummemoryv2","Standard_M64ms_v2","64","1792","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,eastasia,eastus,eastus2,EastUS2EUAP,FranceCentral,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,northeurope,NorwayEast,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,southeastasia,SouthIndia,SpainCentral,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,UAECentral,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
"standardMSMediumMemoryv2Family","msmediummemoryv2","Standard_M64s_v2","64","1024","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,eastasia,eastus,eastus2,EastUS2EUAP,FranceCentral,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,northeurope,NorwayEast,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,southeastasia,SouthIndia,SpainCentral,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,UAECentral,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
"standardMSMediumMemoryv3Family","msmediummemoryv3","Standard_M12s_v3","12","240","australiaeast,AustriaEast,brazilsouth,CanadaCentral,CentralIndia,centralus,ChileCentral,eastasia,eastus,eastus2,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,MalaysiaWest,NewZealandNorth,northcentralus,northeurope,SaudiArabiaEast,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,TaiwanNorth,UAENorth,uksouth,westeurope,westus2,WestUS3"
"standardMSMediumMemoryv3Family","msmediummemoryv3","Standard_M176s_3_v3","176","2794","australiaeast,AustriaEast,brazilsouth,CanadaCentral,CentralIndia,centralus,ChileCentral,eastasia,eastus,eastus2,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,MalaysiaWest,NewZealandNorth,northcentralus,northeurope,SaudiArabiaEast,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,TaiwanNorth,UAENorth,uksouth,westeurope,westus2,WestUS3"
"standardMSMediumMemoryv3Family","msmediummemoryv3","Standard_M176s_4_v3","176","3892","australiaeast,AustriaEast,brazilsouth,CanadaCentral,CentralIndia,centralus,eastasia,eastus,eastus2,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,MalaysiaWest,NewZealandNorth,northcentralus,northeurope,SaudiArabiaEast,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,TaiwanNorth,UAENorth,uksouth,westeurope,westus2,WestUS3"
"standardMSMediumMemoryv3Family","msmediummemoryv3","Standard_M24s_v3","24","480","australiaeast,AustriaEast,brazilsouth,CanadaCentral,CentralIndia,centralus,ChileCentral,eastasia,eastus,eastus2,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,MalaysiaWest,NewZealandNorth,northcentralus,northeurope,SaudiArabiaEast,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,TaiwanNorth,UAENorth,uksouth,westeurope,westus2,WestUS3"
"standardMSMediumMemoryv3Family","msmediummemoryv3","Standard_M48s_1_v3","48","974","australiaeast,AustriaEast,brazilsouth,CanadaCentral,CentralIndia,centralus,ChileCentral,eastasia,eastus,eastus2,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,MalaysiaWest,NewZealandNorth,northcentralus,northeurope,SaudiArabiaEast,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,TaiwanNorth,UAENorth,uksouth,westeurope,westus2,WestUS3"
"standardMSMediumMemoryv3Family","msmediummemoryv3","Standard_M96s_1_v3","96","974","australiaeast,AustriaEast,brazilsouth,CanadaCentral,CentralIndia,centralus,ChileCentral,eastasia,eastus,eastus2,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,MalaysiaWest,NewZealandNorth,northcentralus,northeurope,SaudiArabiaEast,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,TaiwanNorth,UAENorth,uksouth,westeurope,westus2,WestUS3"
"standardMSMediumMemoryv3Family","msmediummemoryv3","Standard_M96s_2_v3","96","1946","australiaeast,AustriaEast,brazilsouth,CanadaCentral,CentralIndia,centralus,ChileCentral,eastasia,eastus,eastus2,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,MalaysiaWest,NewZealandNorth,northcentralus,northeurope,SaudiArabiaEast,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,TaiwanNorth,UAENorth,uksouth,westeurope,westus2,WestUS3"
"standardMSv2Family","msv2","Standard_M208ms_v2","208","5700","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,eastasia,eastus,eastus2,EastUS2EUAP,GermanyWestCentral,japaneast,japanwest,KoreaCentral,KoreaSouth,northcentralus,northeurope,SouthAfricaNorth,SouthAfricaWest,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,UAECentral,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
"standardMSv2Family","msv2","Standard_M208s_v2","208","2850","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,eastasia,eastus,eastus2,EastUS2EUAP,GermanyWestCentral,japaneast,japanwest,KoreaCentral,KoreaSouth,northcentralus,northeurope,SouthAfricaNorth,SouthAfricaWest,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,UAECentral,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
"standardMSv2Family","msv2","Standard_M416-208ms_v2","416","11400","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,eastasia,eastus,eastus2,EastUS2EUAP,GermanyWestCentral,japaneast,japanwest,KoreaCentral,KoreaSouth,northcentralus,northeurope,SouthAfricaNorth,SouthAfricaWest,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,UAECentral,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
"standardMSv2Family","msv2","Standard_M416-208s_v2","416","5700","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,eastasia,eastus,eastus2,EastUS2EUAP,GermanyWestCentral,japaneast,japanwest,KoreaCentral,KoreaSouth,northcentralus,northeurope,SouthAfricaNorth,SouthAfricaWest,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,UAECentral,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
"standardMSv2Family","msv2","Standard_M416ms_v2","416","11400","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,eastasia,eastus,eastus2,EastUS2EUAP,GermanyWestCentral,japaneast,japanwest,KoreaCentral,KoreaSouth,northcentralus,northeurope,SouthAfricaNorth,SouthAfricaWest,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,UAECentral,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
"standardMSv2Family","msv2","Standard_M416s_10_v2","416","9496","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,eastasia,eastus,eastus2,EastUS2EUAP,GermanyWestCentral,japaneast,japanwest,KoreaCentral,KoreaSouth,northcentralus,northeurope,SouthAfricaNorth,SouthAfricaWest,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,UAECentral,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
"standardMSv2Family","msv2","Standard_M416s_8_v2","416","7600","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,eastasia,eastus,eastus2,EastUS2EUAP,GermanyWestCentral,japaneast,japanwest,KoreaCentral,KoreaSouth,northcentralus,northeurope,SouthAfricaNorth,SouthAfricaWest,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,UAECentral,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
"standardMSv2Family","msv2","Standard_M416s_9_v2","416","8568","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,eastasia,eastus,eastus2,EastUS2EUAP,GermanyWestCentral,japaneast,japanwest,KoreaCentral,KoreaSouth,northcentralus,northeurope,SouthAfricaNorth,SouthAfricaWest,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,UAECentral,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
"standardMSv2Family","msv2","Standard_M416s_v2","416","5700","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,eastasia,eastus,eastus2,EastUS2EUAP,GermanyWestCentral,japaneast,japanwest,KoreaCentral,KoreaSouth,northcentralus,northeurope,SouthAfricaNorth,SouthAfricaWest,southcentralus,southeastasia,SouthIndia,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,UAECentral,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
"StandardNCADSA100v4Family","ncadsa100v4","Standard_NC24ads_A100_v4","24","220","australiaeast,brazilsouth,CanadaCentral,CentralIndia,centralus,CentralUSEUAP,eastus,eastus2,FranceCentral,GermanyWestCentral,ItalyNorth,japaneast,JioIndiaCentral,KoreaCentral,northeurope,PolandCentral,southcentralus,southeastasia,SwedenCentral,SwitzerlandNorth,uksouth,westeurope,westus,westus2,WestUS3"
"StandardNCADSA100v4Family","ncadsa100v4","Standard_NC48ads_A100_v4","48","440","australiaeast,brazilsouth,CanadaCentral,CentralIndia,centralus,CentralUSEUAP,eastus,eastus2,FranceCentral,GermanyWestCentral,ItalyNorth,japaneast,JioIndiaCentral,KoreaCentral,northeurope,PolandCentral,southcentralus,southeastasia,SwedenCentral,SwitzerlandNorth,uksouth,westeurope,westus,westus2,WestUS3"
"StandardNCADSA100v4Family","ncadsa100v4","Standard_NC96ads_A100_v4","96","880","australiaeast,brazilsouth,CanadaCentral,CentralIndia,centralus,CentralUSEUAP,eastus,eastus2,FranceCentral,GermanyWestCentral,ItalyNorth,japaneast,JioIndiaCentral,KoreaCentral,northeurope,PolandCentral,southcentralus,southeastasia,SwedenCentral,SwitzerlandNorth,uksouth,westeurope,westus,westus2,WestUS3"
"StandardNCADSA10v4Family","ncadsa10v4","Standard_NC16ads_A10_v4","16","200","WestUS3"
"StandardNCADSA10v4Family","ncadsa10v4","Standard_NC32ads_A10_v4","32","400","WestUS3"
"StandardNCADSA10v4Family","ncadsa10v4","Standard_NC8ads_A10_v4","8","100","WestUS3"
"StandardNCadsH100v5Family","ncadsh100v5","Standard_NC40ads_H100_v5","40","320","australiaeast,CanadaCentral,CentralIndia,centralus,CentralUSEUAP,eastus,eastus2,GermanyWestCentral,IndonesiaCentral,japaneast,JioIndiaCentral,JioIndiaWest,KoreaCentral,MalaysiaWest,northeurope,southcentralus,southeastasia,SpainCentral,SwedenCentral,SwitzerlandNorth,UAENorth,uksouth,westeurope,westus,westus2,WestUS3"
"StandardNCadsH100v5Family","ncadsh100v5","Standard_NC80adis_H100_v5","80","640","australiaeast,CanadaCentral,CentralIndia,centralus,CentralUSEUAP,eastus,eastus2,GermanyWestCentral,IndonesiaCentral,japaneast,JioIndiaCentral,JioIndiaWest,KoreaCentral,MalaysiaWest,northeurope,southcentralus,southeastasia,SpainCentral,SwedenCentral,SwitzerlandNorth,UAENorth,uksouth,westeurope,westus,westus2,WestUS3"
"StandardNCCads2023Family","nccads2023","Standard_NCC40ads_H100_v5","40","320","centralus,eastus2,westeurope"
"StandardNCdsRTXPRO6000BSEv6XLFamily","ncdsrtxpro6000bsev6xl","Standard_NC144ds_xl_RTXPRO6000BSE_v6","144","516","southeastasia,westus2"
"StandardNCdsRTXPRO6000BSEv6XLFamily","ncdsrtxpro6000bsev6xl","Standard_NC144lds_xl_RTXPRO6000BSE_v6","144","264","southeastasia,westus2"
"StandardNCdsRTXPRO6000BSEv6XLFamily","ncdsrtxpro6000bsev6xl","Standard_NC24lds_xl_RTXPRO6000BSE_v6","24","72","southeastasia,westus2"
"StandardNCdsRTXPRO6000BSEv6XLFamily","ncdsrtxpro6000bsev6xl","Standard_NC288ds_xl_RTXPRO6000BSE_v6","288","1032","southeastasia,westus2"
"StandardNCdsRTXPRO6000BSEv6XLFamily","ncdsrtxpro6000bsev6xl","Standard_NC288lds_xl_RTXPRO6000BSE_v6","288","516","southeastasia,westus2"
"StandardNCdsRTXPRO6000BSEv6XLFamily","ncdsrtxpro6000bsev6xl","Standard_NC36ds_xl_RTXPRO6000BSE_v6","36","132","southeastasia,westus2"
"StandardNCdsRTXPRO6000BSEv6XLFamily","ncdsrtxpro6000bsev6xl","Standard_NC36lds_xl_RTXPRO6000BSE_v6","36","72","southeastasia,westus2"
"StandardNCdsRTXPRO6000BSEv6XLFamily","ncdsrtxpro6000bsev6xl","Standard_NC72ds_xl_RTXPRO6000BSE_v6","72","264","southeastasia,westus2"
"StandardNCdsRTXPRO6000BSEv6XLFamily","ncdsrtxpro6000bsev6xl","Standard_NC72lds_xl_RTXPRO6000BSE_v6","72","132","southeastasia,westus2"
"standardNCSv3Family","ncsv3","Standard_NC12s_v3","12","224","CanadaCentral,eastus,eastus2,JioIndiaWest,westeurope"
"standardNCSv3Family","ncsv3","Standard_NC24rs_v3","24","448","CanadaCentral,eastus,eastus2,JioIndiaWest,westeurope"
"standardNCSv3Family","ncsv3","Standard_NC24s_v3","24","448","CanadaCentral,eastus,eastus2,JioIndiaWest,westeurope"
"standardNCSv3Family","ncsv3","Standard_NC6s_v3","6","112","CanadaCentral,eastus,eastus2,JioIndiaWest,westeurope"
"standardNDISRGB200V6NDRFamily","ndisrgb200v6ndr","Standard_ND128isr_NDR_GB200_v6","128","864","australiaeast,centralus,eastus,westus2,WestUS3"
"standardNDISRGB300V6Family","ndisrgb300v6","Standard_ND128isr_GB300_v6","128","864","australiasoutheast,brazilsouth,centralus,eastus2,EastUS3,GermanyWestCentral,IndonesiaCentral,northcentralus,northeurope,SouthCentralUS2,SoutheastUS3,SwedenCentral,UAECentral,uksouth,westus2,WestUS3"
"standardNDISRH200V5Family","ndisrh200v5","Standard_ND96isr_H200_v5","96","1850","australiaeast,australiasoutheast,eastus2,FranceCentral,ItalyNorth,japaneast,KoreaSouth,MexicoCentral,northcentralus,PolandCentral,SouthCentralUS2,SoutheastUS3,SouthwestUS,SpainCentral,SwitzerlandNorth,UAENorth,uksouth,ukwest,WestUS3"
"standardNDISv5MI300XFamily","ndisv5mi300x","Standard_ND96is_MI300X_v5","96","1850","FranceCentral,westus"
"standardNDISv5MI300XFamily","ndisv5mi300x","Standard_ND96isr_MI300X_v5","96","1850","FranceCentral,westus"
"standardNDSH100v5Family","ndsh100v5","Standard_ND96isr_H100_v5","96","1900","australiaeast,CanadaCentral,centralus,CentralUSEUAP,eastus,eastus2,ItalyNorth,japaneast,KoreaCentral,northcentralus,NorwayEast,PolandCentral,SouthAfricaNorth,southcentralus,SoutheastUS,SwedenCentral,UAENorth,uksouth,westcentralus,westeurope,westus,westus2"
"standardNDSv2Family","ndsv2","Standard_ND40rs_v2","40","672","eastus,southcentralus,westeurope,westus2"
"StandardNGADSV620v1Family","ngadsv620v1","Standard_NG16ads_V620_v1","16","32","centralus,CentralUSEUAP,eastus2,japaneast,SwedenCentral,uksouth,westeurope,WestUS3"
"StandardNGADSV620v1Family","ngadsv620v1","Standard_NG32adms_V620_v1","32","176","centralus,CentralUSEUAP,eastus2,japaneast,SwedenCentral,uksouth,westeurope,WestUS3"
"StandardNGADSV620v1Family","ngadsv620v1","Standard_NG32ads_V620_v1","32","64","centralus,CentralUSEUAP,eastus2,japaneast,SwedenCentral,uksouth,westeurope,WestUS3"
"StandardNGADSV620v1Family","ngadsv620v1","Standard_NG8ads_V620_v1","8","16","centralus,CentralUSEUAP,eastus2,japaneast,SwedenCentral,uksouth,westeurope,WestUS3"
"standardNPSFamily","nps","Standard_NP10s","10","168","CanadaCentral,CentralUSEUAP,eastus,japaneast,southcentralus,southeastasia,westeurope,westus2"
"standardNPSFamily","nps","Standard_NP20s","20","336","CanadaCentral,CentralUSEUAP,eastus,japaneast,southcentralus,southeastasia,westeurope,westus2"
"standardNPSFamily","nps","Standard_NP40s","40","672","CanadaCentral,CentralUSEUAP,eastus,japaneast,southcentralus,southeastasia,westeurope,westus2"
"StandardNVADSA10v5Family","nvadsa10v5","Standard_NV12ads_A10_v5","12","110","australiaeast,brazilsouth,CanadaCentral,CentralIndia,centralus,CentralUSEUAP,eastasia,eastus,eastus2,EastUS2EUAP,FranceCentral,GermanyWestCentral,IndonesiaCentral,ItalyNorth,japaneast,JioIndiaCentral,JioIndiaWest,KoreaCentral,MalaysiaWest,northcentralus,northeurope,PolandCentral,QatarCentral,SouthAfricaNorth,southcentralus,southeastasia,SpainCentral,SwedenCentral,SwitzerlandNorth,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
"StandardNVADSA10v5Family","nvadsa10v5","Standard_NV18ads_A10_v5","18","220","australiaeast,brazilsouth,CanadaCentral,CentralIndia,centralus,CentralUSEUAP,eastasia,eastus,eastus2,EastUS2EUAP,FranceCentral,GermanyWestCentral,IndonesiaCentral,ItalyNorth,japaneast,JioIndiaCentral,JioIndiaWest,KoreaCentral,MalaysiaWest,northcentralus,northeurope,PolandCentral,QatarCentral,SouthAfricaNorth,southcentralus,southeastasia,SpainCentral,SwedenCentral,SwitzerlandNorth,UAENorth,uksouth,ukwest,westeurope,westus,westus2,WestUS3"
